Time (s),Linear Acceleration x (m/s^2)
6.474898331E0,4.902559519E-2
6.483625988E0,7.296758890E-2
6.495869217E0,-1.000058651E-2
6.503437133E0,-4.237890244E-4
6.514603696E0,-7.841682434E-2
6.524171612E0,-6.218993664E-2
6.534853487E0,-2.976155281E-2
6.544103123E0,6.938594580E-2
6.554529008E0,-6.972557306E-2
6.563954217E0,-9.414690733E-2
6.574295258E0,-3.179939687E-1
6.583846613E0,-2.636699677E-1
6.594175987E0,-1.554720104E-1
6.603736196E0,-7.702744007E-2
6.614251873E0,6.891626120E-2
6.623626300E0,1.408104897E-1
6.634027967E0,-2.184444666E-2
6.643889894E0,-8.230739832E-2
6.654296404E0,-7.496464252E-2
6.663413592E0,9.394145012E-2
6.673905831E0,1.772127151E-1
6.683282289E0,1.928822994E-1
6.693627602E0,-2.132594585E-3
6.703171976E0,-7.077336311E-2
6.713529738E0,-9.453326464E-2
6.723088695E0,-8.723640442E-2
6.733564425E0,-5.489242077E-2
6.742959580E0,-1.931703091E-2
6.753321560E0,9.244477749E-2
6.762866716E0,8.942335844E-2
6.773214737E0,1.804095507E-2
6.782709997E0,-1.054766774E-1
6.793250466E0,-6.310325861E-2
6.802638903E0,-9.485238791E-2
6.812970987E0,-1.263888478E-1
6.822510935E0,-4.255915880E-1
6.833336352E0,-7.716645002E-1
6.842432028E0,-9.104226828E-1
6.853312967E0,-7.611621022E-1
6.862309685E0,-7.225152254E-1
6.872646768E0,-7.368564606E-1
6.882303487E0,-7.510650158E-1
6.892684841E0,-8.320592642E-1
6.902208174E0,-9.306786656E-1
6.912592237E0,-6.388511658E-1
6.921978799E0,-4.497884512E-1
6.932372341E0,-3.081984818E-1
6.941924633E0,-3.680237234E-1
6.952235518E0,-5.168918371E-1
6.961750622E0,-6.494917870E-1
6.972276508E0,2.051818371E-2
6.981655831E0,1.183297157E0
6.992006612E0,1.816645861E0
7.001551299E0,2.173573017E0
7.012378330E0,1.982951164E0
7.021470935E0,1.538451195E0
7.031946716E0,9.839876890E-1
7.041334008E0,5.445671082E-1
7.051704997E0,3.771886826E-1
7.061225674E0,3.440890312E-1
7.071571508E0,3.672199249E-1
7.081129945E0,4.397459030E-1
7.091536403E0,6.982200146E-1
7.101006768E0,1.143436909E0
7.111370518E0,1.233052492E0
7.120899737E0,1.418396950E0
7.131310258E0,1.537821770E0
7.140899581E0,1.291226387E0
7.151164893E0,9.337460995E-1
7.160673122E0,6.348712444E-1
7.171045883E0,4.813058376E-1
7.180589112E0,2.014894485E-1
7.191433643E0,-1.545190811E-2
7.200441872E0,-2.318429947E-1
7.210851039E0,-2.350616455E-1
7.220380101E0,-4.277839661E-1
7.230672289E0,-4.450068474E-1
7.240247758E0,-5.207371712E-1
7.251429945E0,-7.228882313E-1
7.260145518E0,-7.924575806E-1
7.270528799E0,-8.146436214E-1
7.280040362E0,-8.932412863E-1
7.290381456E0,-7.386345863E-1
7.299990310E0,-4.308090210E-1
7.310281820E0,-3.157527447E-1
7.319813643E0,-2.801477909E-1
7.330198747E0,-2.604649067E-1
7.339707029E0,-1.778016090E-1
7.350038070E0,-8.109307289E-2
7.359648799E0,2.407121658E-2
7.370386664E0,7.886362076E-2
7.379533747E0,1.383218765E-1
7.389990206E0,1.989502907E-1
7.399423435E0,4.291236401E-1
7.409706612E0,4.162211418E-1
7.419275310E0,2.120983601E-1
7.429608904E0,3.022861481E-1
7.439266195E0,1.180422306E-1
7.449656768E0,-1.010315418E-1
7.459066872E0,-1.561908722E-1
7.469386299E0,-1.568820477E-1
7.478931143E0,-1.353306770E-1
7.489305831E0,-1.823740005E-1
7.498805727E0,-2.689025402E-1
7.509329372E0,-3.117117882E-1
7.518757185E0,-2.539741993E-1
7.529045102E0,-2.058877945E-1
7.538616195E0,-1.894388199E-1
7.549390518E0,-1.568412781E-1
7.558492862E0,-1.608111858E-1
7.569006820E0,-1.090769768E-1
7.578366768E0,-9.546756744E-3
7.588728331E0,5.184960365E-2
7.598267133E0,1.117694378E-1
7.608614529E0,-5.068397522E-2
7.618177862E0,3.152227402E-2
7.628706143E0,9.139442444E-2
7.638066612E0,6.183290482E-2
7.648396143E0,9.642910957E-2
7.657962237E0,3.708457947E-2
7.668298070E0,1.143467426E-1
7.677809997E0,6.901335716E-2
7.688343852E0,2.524423599E-2
7.697701091E0,-6.736946106E-2
7.708084893E0,-9.702658653E-2
7.717634633E0,-5.130195618E-2
7.728398852E0,-2.488613129E-2
7.737520779E0,-1.220872402E-1
7.748027393E0,-6.307339668E-2
7.757411873E0,1.567840576E-3
7.767739425E0,8.242297173E-2
7.777300414E0,1.287059784E-1
7.787643643E0,-6.971812248E-2
7.797197706E0,-1.911866665E-1
7.808057810E0,-3.179535866E-1
7.817081820E0,-2.139189243E-1
7.827437081E0,-1.836094856E-1
7.836979008E0,-7.542562485E-2
7.847289373E0,1.412954330E-1
7.856878018E0,9.379005432E-2
7.867366560E0,1.376435757E-1
7.876776195E0,9.091639519E-2
7.887132498E0,6.341576576E-2
7.896780154E0,2.125077248E-1
7.907444581E0,1.546626091E-1
7.916540362E0,1.792895794E-1
7.927026456E0,2.259294987E-1
7.936491873E0,1.501278877E-1
7.946746873E0,-4.021382332E-2
7.956331873E0,-9.493637085E-2
7.966658018E0,-8.353996277E-2
7.976214946E0,-2.250406742E-1
7.986712289E0,-4.337167740E-2
7.996115571E0,-4.755043983E-2
8.006447185E0,6.232190132E-2
8.015979373E0,-3.514909744E-2
8.026325518E0,-5.510640144E-2
8.035893071E0,-3.082919121E-2
8.046381039E0,5.056691170E-2
8.055767498E0,2.996230125E-2
8.066120050E0,3.037166595E-2
8.075714529E0,2.329015732E-2
8.086465570E0,2.857923508E-2
8.095535362E0,1.180815697E-1
8.106071560E0,1.775722504E-1
8.115456769E0,2.095429897E-1
8.126167029E0,1.244702339E-1
8.135394321E0,3.818655014E-2
8.145685050E0,-1.235878468E-1
8.155234112E0,-1.937513351E-1
8.165763591E0,-1.438648701E-1
8.175111196E0,-3.332972527E-2
8.185474580E0,1.859378815E-2
8.195002913E0,9.075856209E-2
8.205371611E0,1.115975380E-1
8.214916351E0,1.141705513E-1
8.225422235E0,1.392164230E-1
8.234795360E0,1.789722443E-1
8.245241506E0,1.052446365E-1
8.254734267E0,1.669573784E-2
8.265467393E0,1.431083679E-2
8.274550257E0,2.708888054E-2
8.285084580E0,-2.843356133E-2
8.294473174E0,1.895151138E-1
8.304808903E0,5.195283890E-2
8.314363903E0,4.462933540E-2
8.324712132E0,-5.428886414E-2
8.334360309E0,-4.709267616E-2
8.344734684E0,-9.151244164E-2
8.354149684E0,-1.252989769E-1
8.364485101E0,-9.978055954E-2
8.374054789E0,-1.755545139E-1
8.384426143E0,-1.064059734E-1
8.393927289E0,1.965403557E-2
8.404446924E0,6.157493591E-2
8.413835622E0,3.341412544E-2
8.424148955E0,-2.702212334E-2
8.433773434E0,-6.726431847E-2
8.444899059E0,-1.957941055E-2
8.453653747E0,-6.419658661E-2
8.464297028E0,-2.267503738E-2
8.473775830E0,-8.366107941E-4
8.483859528E0,6.144165993E-2
8.493386768E0,5.680799484E-2
8.503751612E0,1.496994495E-1
8.513350570E0,3.089666367E-2
8.523782497E0,7.833480835E-2
8.533194371E0,-1.060128212E-2
8.543587914E0,5.107402802E-2
8.553069163E0,-8.738470078E-2
8.563407862E0,-7.834911346E-3
8.572978434E0,1.925199032E-1
8.583478226E0,9.522914886E-2
8.592890621E0,7.991886139E-2
8.603216559E0,-6.072473526E-2
8.612760100E0,-7.780337334E-2
8.623558799E0,-7.736659050E-2
8.632631976E0,-1.051068306E-2
8.643172184E0,1.746654510E-2
8.652519059E0,2.221512794E-2
8.662852236E0,1.430559158E-1
8.672418017E0,7.084488869E-2
8.682768173E0,8.130073547E-5
8.692282184E0,-7.774829865E-3
8.702904892E0,-5.207586288E-2
8.712265830E0,1.065731049E-3
8.722524319E0,-1.231265068E-2
8.732096663E0,2.467489243E-2
8.742490673E0,1.542592049E-2
8.752074371E0,6.102561951E-3
8.762897028E0,-2.128076553E-2
8.771977236E0,-6.152033806E-2
8.782236351E0,-7.352876663E-2
8.791831403E0,7.801294327E-3
8.802566559E0,5.663704872E-2
8.811646976E0,1.218457222E-1
8.822167809E0,1.000034809E-1
8.831562184E0,1.485912800E-1
8.841906715E0,7.063364983E-2
8.851443590E0,1.109580994E-1
8.861774163E0,4.089951515E-2
8.871330101E0,-1.674056053E-2
8.881824736E0,7.324886322E-2
8.891362184E0,5.786132812E-2
8.901543121E0,-4.004716873E-3
8.911086976E0,-1.140475273E-2
8.921437288E0,-8.526325226E-3
8.931078694E0,-2.356600761E-2
8.941501819E0,-9.182763100E-2
8.950890778E0,-8.324861526E-2
8.961214476E0,1.949858665E-2
8.970780830E0,-1.087594032E-2
8.981558798E0,4.728627205E-2
8.990684840E0,2.614569664E-2
9.001178642E0,4.427433014E-4
9.010568642E0,8.881759644E-2
9.020888434E0,-5.721592903E-2
9.030457392E0,-1.237075329E-1
9.040771976E0,-1.285459995E-1
9.050350361E0,-3.118896484E-2
9.060845101E0,8.191800117E-2
9.070220621E0,5.708670616E-2
9.080921923E0,-4.817175865E-2
9.090109788E0,5.936193466E-2
9.100436715E0,1.148226261E-1
9.110011976E0,6.236624718E-2
9.120522861E0,-7.331037521E-2
9.129101351E0,-1.595015526E-1
9.139859892E0,-1.286358833E-1
9.150206455E0,8.671617508E-2
9.161567288E0,-1.729321480E-2
9.168866819E0,1.622557640E-2
9.179826715E0,-1.176357269E-3
9.189938382E0,8.734107018E-2
9.199527184E0,-3.702163696E-3
9.209860101E0,1.163125038E-2
9.219472705E0,-1.437401772E-2
9.229772340E0,-3.882956505E-2
9.239453278E0,1.628413200E-1
9.249651611E0,6.771779060E-2
9.259186715E0,3.399133682E-2
9.269500257E0,2.413201332E-2
9.279085517E0,3.361535072E-2
9.289460882E0,6.906032562E-2
9.299240621E0,4.660010338E-2
9.309326924E0,-3.569841385E-3
9.318857861E0,-4.987668991E-2
9.329224215E0,8.950567245E-2
9.339241924E0,1.539423466E-1
9.349103694E0,1.132621765E-1
9.358820986E0,1.582186222E-1
9.368964840E0,1.961164474E-1
9.378552028E0,5.992393494E-1
9.388889007E0,4.002799988E-1
9.398442392E0,1.763024330E-1
9.408794215E0,-8.306694031E-2
9.418541611E0,-2.725007534E-1
9.428656194E0,-5.633288622E-1
9.438195257E0,-5.031052828E-1
9.448561403E0,-5.430625677E-1
9.458108122E0,-2.720129490E-1
9.468451194E0,-4.630470276E-2
9.478178330E0,1.665978432E-1
9.488338069E0,2.329618931E-1
9.497902705E0,2.759070396E-1
9.508238747E0,3.703193665E-1
9.518239424E0,3.528873920E-1
9.528136247E0,7.290983200E-2
9.537863122E0,1.255111694E-1
9.548023486E0,6.602478027E-2
9.557565934E0,-3.245615959E-2
9.567899788E0,1.800370216E-2
9.577453278E0,-1.672077179E-1
9.587789892E0,-1.284592152E-1
9.597525622E0,-3.073859215E-1
9.607693851E0,-1.218676567E-1
9.617242288E0,-1.237328053E-1
9.627582705E0,-4.409193993E-2
9.637131299E0,3.584694862E-2
9.647484892E0,1.338357925E-1
9.657191767E0,2.124443054E-1
9.667363747E0,8.566308022E-2
9.676930830E0,4.208421707E-2
9.687309840E0,1.274645329E-1
9.697253851E0,1.156582832E-1
9.707143903E0,1.158943176E-1
9.716906090E0,1.413924694E-1
9.727403070E0,1.158628464E-1
9.736617497E0,2.296733856E-2
9.747002392E0,1.751980782E-1
9.756476820E0,2.965073586E-1
9.766812913E0,1.899230480E-1
9.776544163E0,-5.777764320E-2
9.786749684E0,-3.734087944E-2
9.796254632E0,-1.686654091E-1
9.806601090E0,-1.671960354E-1
9.816205361E0,-1.456553936E-1
9.826499788E0,-1.459152699E-1
9.836198434E0,-7.401156425E-2
9.846441715E0,-1.384840012E-1
9.855937497E0,-2.168743610E-1
9.866229059E0,-1.511030197E-1
9.876293122E0,-1.395003796E-1
9.886376403E0,4.864954948E-2
9.895913538E0,-5.976080894E-2
9.906060778E0,-3.354191780E-2
9.915702132E0,5.473828316E-2
9.925956351E0,1.220519543E-1
9.935572184E0,2.358164787E-1
9.945954215E0,1.198859215E-1
9.955568695E0,-1.408195496E-2
9.965744163E0,-4.264378548E-2
9.975354007E0,-1.834566593E-1
9.985598955E0,-1.472015381E-1
9.995229059E0,-1.799981594E-1
1.000551630E1,-9.490680695E-2
1.001528229E1,-8.862018585E-2
1.002543401E1,-7.485389709E-3
1.003493833E1,2.857255936E-2
1.004566015E1,9.207940102E-2
1.005534041E1,8.756399155E-2
1.006524067E1,9.220361710E-3
1.007490062E1,-4.137206078E-2
1.008504906E1,1.253788471E-1
1.009463484E1,1.368675232E-1
1.010498786E1,1.689155102E-1
1.011450099E1,1.220650673E-1
1.012486120E1,1.126947403E-1
1.013454536E1,-5.867910385E-2
1.014476734E1,-1.299142838E-3
1.015430182E1,-3.941869736E-2
1.016463463E1,7.529926300E-2
1.017425093E1,1.297571659E-1
1.018454146E1,1.210114956E-1
1.019425146E1,7.735753059E-2
1.020443338E1,-1.091170311E-2
1.021394010E1,-3.230047226E-2
1.022434625E1,-3.463530540E-2
1.023433177E1,-2.919340134E-2
1.024421484E1,1.279592514E-1
1.025394130E1,-1.802182198E-2
1.026414776E1,-2.809643745E-2
1.027369468E1,-2.937769890E-2
1.028399026E1,-6.716847420E-2
1.029356390E1,-7.960176468E-2
1.030388036E1,-1.667461395E-1
1.031357744E1,3.761291504E-2
1.032375520E1,1.115510464E-1
1.033340047E1,1.374936104E-1
1.034368453E1,2.757525444E-2
1.035320922E1,9.691381454E-2
1.036388911E1,8.814382553E-2
1.037332599E1,1.154470444E-1
1.038341963E1,-2.463388443E-2
1.039299145E1,6.091618538E-2
1.040332479E1,2.002120018E-2
1.041334073E1,1.330962181E-1
1.042323859E1,-3.176403046E-2
1.043294922E1,2.451860905E-1
1.044312015E1,9.130311012E-2
1.045267354E1,1.833083630E-1
1.046301989E1,-8.105945587E-2
1.047266427E1,-1.255855560E-1
1.048289822E1,-4.528594017E-2
1.049262708E1,-1.142518520E-1
1.050278609E1,-2.296520472E-1
1.051237994E1,-3.254759312E-1
1.052268432E1,-3.111743927E-1
1.053221687E1,-2.268277407E-1
1.054257770E1,-1.597150564E-1
1.055227734E1,-2.210006714E-1
1.056245958E1,-3.119080067E-1
1.057201739E1,-2.358794212E-1
1.058232432E1,-1.917970181E-1
1.059244614E1,-1.682511568E-1
1.060223968E1,-8.507597446E-2
1.061195994E1,2.416014671E-3
1.062213567E1,-1.882171631E-2
1.063168651E1,9.674906731E-2
1.064202765E1,1.700490713E-1
1.065158468E1,2.095006704E-1
1.066192317E1,2.411829233E-1
1.067160979E1,3.422719240E-1
1.068216604E1,2.724297047E-1
1.069136640E1,2.090156078E-1
1.070172250E1,2.296473980E-1
1.071127479E1,4.915821552E-2
1.072161974E1,1.186909676E-1
1.073128817E1,6.443679333E-2
1.074149156E1,2.056996822E-1
1.075101942E1,8.620655537E-2
1.076137833E1,-9.350538254E-3
1.077139692E1,-3.915739059E-2
1.078125572E1,-1.502640247E-1
1.079097796E1,-1.086776257E-1
1.080115901E1,-2.093005180E-2
1.081069619E1,-1.006629467E-1
1.082108729E1,-1.376800537E-1
1.083057974E1,5.232095718E-3
1.084094531E1,-3.852069378E-2
1.085066921E1,-1.374721527E-3
1.086085567E1,-7.479047775E-2
1.087039578E1,-1.484640837E-1
1.088084328E1,-5.081713200E-2
1.089028057E1,3.004050255E-2
1.090067255E1,1.009821892E-3
1.091033145E1,-2.793240547E-2
1.092054020E1,1.040703058E-1
1.093007567E1,-4.516363144E-3
1.094042791E1,1.345655918E-1
1.095042661E1,1.512063742E-1
1.096031906E1,1.293766499E-1
1.097005156E1,3.722810745E-2
1.098025500E1,5.824804306E-3
1.098986026E1,1.287686825E-2
1.100045682E1,-1.763224602E-2
1.100964948E1,9.019672871E-2
1.102005687E1,1.683712006E-2
1.102974369E1,-8.895945549E-2
1.103986974E1,-7.026159763E-2
1.104942390E1,-6.171190739E-2
1.105976375E1,1.455897093E-1
1.106931572E1,1.706380844E-1
1.107966401E1,1.581228971E-1
1.108936427E1,-2.407956123E-2
1.109956489E1,1.172189713E-1
1.110912041E1,3.003168106E-2
1.111947401E1,9.465348721E-2
1.112941671E1,9.766197205E-2
1.113932343E1,-2.841854095E-2
1.114903067E1,7.606029510E-3
1.115921328E1,1.228395700E-1
1.116883005E1,1.305108070E-1
1.117909791E1,-6.848561764E-2
1.118865296E1,-9.140932560E-2
1.119898380E1,-1.509785652E-3
1.120869598E1,1.161062717E-2
1.121888609E1,-8.837187290E-2
1.122841744E1,3.048813343E-2
1.123875812E1,5.332505703E-2
1.124832020E1,5.398857594E-2
1.125862369E1,1.070848703E-1
1.126837932E1,1.028071642E-1
1.127853401E1,6.542706490E-2
1.128810161E1,-4.347372055E-2
1.129842968E1,-2.811253071E-2
1.130845234E1,-1.113858223E-1
1.131872234E1,-7.641196251E-2
1.132800130E1,-7.894206047E-2
1.133819250E1,-7.660686970E-2
1.134781562E1,-1.020556688E-1
1.135812244E1,9.702682495E-2
1.136767739E1,6.723630428E-2
1.137799114E1,6.481540203E-2
1.138777869E1,-8.442783356E-2
1.139788942E1,-9.908139706E-2
1.140743171E1,4.252946377E-2
1.141778463E1,1.214606762E-1
1.142731333E1,1.618425846E-1
1.143768474E1,7.940614223E-2
1.144747046E1,1.440643072E-1
1.145760718E1,6.642258167E-2
1.146713057E1,5.127537251E-2
1.147747703E1,4.968833923E-2
1.148746786E1,5.310630798E-2
1.149736015E1,7.241570950E-2
1.150707609E1,5.883646011E-2
1.151725234E1,2.615451813E-3
1.152677109E1,-2.491331100E-2
1.153713734E1,-7.587206364E-2
1.154668510E1,-7.340514660E-2
1.155704744E1,-8.069050312E-2
1.156691708E1,-3.449738026E-2
1.157691515E1,2.031230927E-2
1.158650057E1,-5.860614777E-2
1.159682781E1,1.792943478E-2
1.160637739E1,1.160000563E-1
1.161672286E1,1.038756371E-1
1.162638359E1,1.162796021E-1
1.163697135E1,4.854202271E-4
1.164614781E1,2.292251587E-2
1.165645546E1,1.215474606E-1
1.166672427E1,1.688108444E-1
1.168037255E1,2.496379614E-1
1.168606916E1,8.858323097E-2
1.169625890E1,1.284915209E-1
1.170579270E1,2.226495743E-2
1.171613494E1,1.321187019E-1
1.172571198E1,1.414266825E-1
1.173602796E1,4.025220871E-3
1.174585286E1,-3.182435036E-2
1.175600776E1,-9.568417072E-2
1.176559369E1,-1.114257574E-1
1.177583474E1,-3.780663013E-2
1.178538531E1,-1.971220970E-2
1.179598265E1,-3.923273087E-2
1.180544578E1,2.762091160E-2
1.181565260E1,2.607308626E-1
1.182521213E1,2.600398064E-1
1.183554708E1,4.916369915E-2
1.184550578E1,-1.306723356E-1
1.185541927E1,-1.522659063E-1
1.186516875E1,-8.580327034E-3
1.187545244E1,2.436267138E-1
1.188484744E1,2.334343195E-1
1.189518083E1,2.001510859E-1
1.190390479E1,2.776849270E-2
1.191469656E1,-3.595471382E-3
1.192619541E1,-1.027588844E-1
1.193374937E1,5.046999454E-2
1.194490958E1,3.874564171E-2
1.195446781E1,-3.362894058E-4
1.196515687E1,1.897847652E-2
1.197436098E1,5.623900890E-2
1.198484395E1,-1.842463017E-2
1.199429724E1,-4.874587059E-2
1.200457942E1,-1.995667219E-1
1.201417239E1,-8.093094826E-2
1.202588781E1,-1.060125828E-1
1.203320593E1,-3.418648243E-2
1.204452432E1,-2.512717247E-2
1.205391515E1,1.167011261E-2
1.206428859E1,9.113073349E-2
1.207379015E1,1.610723734E-1
1.208412937E1,1.635029316E-1
1.209369619E1,1.503319740E-1
1.210416640E1,1.431995630E-1
1.211358552E1,9.346723557E-2
1.212395229E1,3.977680206E-2
1.213347776E1,1.807773113E-2
1.214381770E1,-3.440690041E-2
1.215337942E1,-2.289223671E-2
1.216384348E1,-1.531006098E-1
1.217323536E1,-1.613076925E-1
1.218356599E1,-1.174296141E-1
1.219315057E1,-1.276450157E-1
1.220391807E1,-4.195988178E-2
1.221306479E1,-4.832792282E-2
1.222355557E1,7.783317566E-2
1.223293328E1,-1.150548458E-2
1.224323119E1,3.951358795E-2
1.225283140E1,1.031302214E-1
1.226316994E1,8.552110195E-2
1.227273374E1,1.013022661E-1
1.228358609E1,4.512155056E-2
1.229263276E1,2.238631248E-2
1.230296963E1,2.368688583E-4
1.231260848E1,-1.551330090E-1
1.232313442E1,-1.705069542E-1
1.233241171E1,-7.065570354E-2
1.234291364E1,7.093667984E-2
1.235237807E1,1.595488787E-1
1.236271224E1,2.233576775E-1
1.237217411E1,1.117519140E-1
1.238297729E1,2.440989017E-2
1.239207755E1,-3.543734550E-3
1.240274484E1,-1.411175728E-2
1.241194307E1,1.669168472E-3
1.242225208E1,8.480656147E-2
1.243186609E1,7.261919975E-2
1.244218791E1,3.633618355E-2
1.245170046E1,4.582762718E-3
1.246225208E1,1.574683189E-2
1.247166765E1,-3.988659382E-2
1.248194296E1,-5.405759811E-2
1.249152692E1,-1.125574112E-2
1.250184604E1,1.176404953E-2
1.251137302E1,6.199049950E-2
1.252191854E1,1.949774027E-1
1.253127395E1,2.308516502E-1
1.254165328E1,3.252540827E-1
1.255128802E1,2.143211365E-1
1.256203328E1,9.625625610E-2
1.257569192E1,3.465890884E-3
1.258034697E1,3.698468208E-2
1.259096609E1,4.217290878E-2
1.260166651E1,-9.598970413E-3
1.261090671E1,-1.296782494E-2
1.262118343E1,-7.300829887E-2
1.263089312E1,-3.269672394E-3
1.264126624E1,-3.473496437E-2
1.265062510E1,-2.423155308E-2
1.266098046E1,1.001310349E-2
1.267050807E1,-8.890151978E-2
1.268106843E1,-3.430104256E-2
1.269044927E1,-9.638786316E-3
1.270090229E1,-1.916003227E-2
1.271035348E1,9.297585487E-2
1.272069010E1,2.145791054E-2
1.273024724E1,1.346603632E-1
1.274103166E1,8.119142056E-2
1.275011416E1,9.773135185E-2
1.276064380E1,1.212655306E-1
1.277014619E1,4.063892365E-2
1.278040177E1,8.768010139E-2
1.278993838E1,5.290293694E-2
1.280027541E1,-7.791566849E-2
1.281145187E1,-7.373011112E-2
1.282039906E1,-3.779053688E-3
1.282976994E1,2.258539200E-2
1.284006713E1,2.104663849E-2
1.284963989E1,2.864577770E-1
1.285991317E1,4.005436897E-1
1.286964713E1,4.068040848E-1
1.287996916E1,3.076100349E-1
1.288935062E1,1.201028824E-1
1.289969812E1,6.628525257E-2
1.290936963E1,-2.495515347E-1
1.292004036E1,-3.671952486E-1
1.292915635E1,-5.833481550E-1
1.293961697E1,-6.350988150E-1
1.294902140E1,-4.179308414E-1
1.295935770E1,-2.483736277E-1
1.296890489E1,1.527512074E-1
